,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
1408,1,1,2,2,3,8,0,37,0,2,3,3,1,309,76,2005,9379,1,22,4,2,3,1,1,0,1,2
1409,1,1,0,2,1,3,0,35,0,4,4,3,4,542,79,19834,3965,2,25,4,3,4,2,2,0,0,3
1410,1,1,2,2,2,8,0,19,1,2,1,3,1,323,69,2272,8867,2,12,3,3,3,1,0,0,0,27
1411,0,2,0,1,5,6,0,33,0,4,3,3,1,562,64,2716,26011,1,11,3,5,3,1,1,1,1,6
1412,0,1,2,1,1,0,1,30,1,4,3,1,3,990,70,11569,22373,7,21,4,3,2,1,0,0,3,27
1413,0,2,2,1,1,2,0,39,0,3,1,3,2,472,62,6966,23873,8,13,3,4,3,3,0,0,1,1
1414,0,2,2,2,2,7,1,42,0,3,3,3,3,689,56,19815,13150,7,12,3,2,3,7,6,4,3,3
1415,0,2,2,1,3,2,0,37,0,3,1,2,1,1396,42,3509,12691,0,11,3,3,2,0,0,0,0,2
1416,0,0,0,1,3,4,0,40,0,3,2,1,2,408,88,4323,10967,4,12,3,2,3,4,4,1,1,11
1417,0,2,2,1,1,5,0,42,0,4,4,3,4,602,36,15876,26623,9,14,3,3,3,9,7,4,9,2
1418,1,1,2,1,4,3,0,42,0,4,1,3,5,1319,79,15233,23424,2,11,3,2,3,2,2,1,1,2
1419,0,0,2,1,3,2,1,48,0,2,3,2,2,1334,35,4256,20324,9,23,4,6,3,5,0,0,7,4
1420,0,2,2,2,3,7,0,42,0,1,2,2,2,879,87,4877,8646,3,12,3,6,4,1,1,0,0,9
1421,0,2,2,1,1,0,0,41,0,2,3,4,2,1352,50,5236,10251,1,12,3,3,2,1,1,1,1,7
1422,0,1,2,2,2,7,1,40,0,1,3,2,5,259,95,19650,5596,1,12,3,3,3,1,1,1,1,21
1423,1,2,2,2,1,7,1,28,1,2,3,3,2,1148,40,4085,14452,1,16,3,5,2,1,1,0,1,4
1424,0,2,1,1,1,5,0,31,0,4,4,3,3,561,73,19403,23722,5,12,3,2,3,2,2,2,2,21
1425,1,1,1,2,2,7,0,22,0,2,4,3,2,432,32,4700,16820,1,12,3,2,3,1,1,1,1,1
1426,0,1,1,2,2,7,0,27,0,1,4,1,2,1463,38,1125,8139,1,14,3,2,3,1,1,1,1,24
1427,0,2,2,1,1,2,0,44,0,4,1,4,2,409,71,5908,9677,0,15,3,6,4,0,0,0,0,19
1428,1,1,2,2,2,7,0,37,0,4,3,1,2,1444,46,6527,26068,0,18,3,3,2,0,0,0,0,18
1429,0,0,2,1,1,0,0,37,0,2,4,3,3,645,77,7705,18901,1,12,3,6,3,1,1,1,1,8
1430,0,1,2,1,1,2,0,32,0,4,1,3,2,819,36,6415,25871,3,20,4,2,3,3,0,0,2,17
1431,1,2,1,1,1,2,1,39,1,3,4,2,1,1282,81,3130,21384,1,23,4,2,3,1,0,0,0,28
1432,1,1,2,1,3,2,0,30,0,1,4,3,1,797,83,2339,21968,9,14,3,2,2,4,2,1,2,1
1433,1,2,2,2,3,7,1,26,1,4,4,3,2,330,39,4312,24482,8,17,3,6,3,3,2,1,1,6
1434,0,1,0,1,3,2,1,40,0,3,2,3,2,830,42,3931,2227,4,12,3,1,2,4,2,1,3,4
1435,1,1,2,1,3,0,0,29,0,4,1,3,2,107,61,4829,12803,0,16,3,4,2,0,0,0,0,8
1436,1,2,0,1,3,0,0,33,0,3,2,2,2,325,93,6504,20088,2,12,3,5,3,2,2,0,2,11
1437,1,2,1,2,1,8,0,32,0,2,3,3,1,1471,32,2707,26110,6,21,4,5,4,3,2,1,0,9
1438,0,1,1,1,4,4,0,34,0,4,3,1,3,1083,100,5561,18624,3,14,3,2,4,3,3,1,3,10
1439,1,2,0,1,1,6,0,31,0,3,1,3,2,213,90,4675,3293,1,14,3,6,2,1,1,1,1,8
1440,1,0,0,1,1,4,0,40,0,3,2,4,5,924,59,10140,25738,3,11,3,2,3,3,3,0,0,18
1441,0,1,2,1,0,4,1,29,0,3,3,3,2,495,58,1233,17340,1,13,3,2,2,1,1,0,1,3
1442,1,1,2,2,3,7,0,40,0,3,4,3,3,985,89,9799,9765,1,14,3,3,3,1,1,0,1,1
1443,1,2,0,2,2,7,0,27,0,1,2,3,2,393,34,6524,21660,2,13,3,2,4,2,2,0,2,8
1444,1,0,2,2,3,7,0,31,0,4,3,3,2,1465,47,5748,16088,0,11,3,4,1,0,0,0,0,15
1445,1,1,1,1,2,6,0,51,0,4,4,2,1,920,72,2907,17233,1,14,3,5,1,1,1,0,1,7
1446,1,0,2,2,2,3,0,42,0,4,1,4,4,298,79,17747,18462,4,11,3,3,3,4,4,0,4,1
1447,1,2,2,2,5,8,0,29,1,3,4,3,1,143,61,1398,20415,1,13,3,2,3,1,1,1,1,24
1448,1,0,0,1,1,2,0,44,0,4,1,3,1,1261,97,2842,17394,6,13,3,4,3,4,4,4,3,9
1449,0,2,2,0,1,2,0,39,1,2,2,3,1,915,76,2263,21350,4,12,3,2,2,1,0,0,0,3
1450,1,0,1,1,3,2,0,21,1,3,1,3,1,637,56,2327,9453,4,14,3,2,1,1,0,0,0,8
1451,0,1,2,1,5,5,0,59,1,4,4,2,4,416,99,10484,2243,2,16,3,1,4,2,2,2,2,28
1452,0,1,2,2,1,3,0,44,0,4,3,4,4,1469,95,19235,15592,4,12,3,3,3,4,4,3,4,1
1453,1,1,1,2,2,7,1,58,0,4,2,4,2,836,44,6592,21488,3,14,3,2,2,3,3,0,3,29
1454,0,2,2,2,3,8,0,26,1,4,2,3,1,747,35,2948,2913,1,11,3,4,4,0,0,0,0,9
1455,1,1,2,2,1,7,0,34,0,4,4,3,3,214,82,18059,16826,4,11,3,2,3,4,4,0,4,8
1456,1,0,0,2,2,7,0,48,0,3,1,3,3,427,51,10347,13233,4,21,4,2,2,4,4,0,4,29
1457,1,1,2,1,1,0,0,28,0,4,3,3,2,179,49,2431,3651,1,11,3,3,3,1,1,0,1,22
1458,0,1,2,1,4,3,0,58,0,3,4,4,4,530,51,13481,2243,8,21,4,3,2,8,8,8,8,24
1459,0,1,2,2,5,7,1,54,0,2,1,2,2,1350,53,6566,24678,1,12,3,2,3,1,1,1,1,10
1460,0,1,2,1,3,6,1,40,1,3,3,3,1,390,70,3417,5180,7,17,3,2,3,1,0,0,0,24
1461,0,0,0,2,3,1,0,23,1,1,4,2,1,574,79,2898,15085,1,14,3,2,4,1,1,1,0,25
1462,1,0,2,1,3,5,0,49,0,3,4,3,4,924,31,13002,8178,3,12,3,3,3,3,3,3,3,24
1463,1,0,0,2,1,8,0,35,0,1,3,3,1,209,71,2460,9268,4,13,3,6,3,1,0,0,0,6
1464,1,1,2,1,3,5,0,42,0,2,3,3,5,1116,85,19072,10734,8,12,3,2,3,2,2,2,4,1
1465,1,1,0,1,3,4,0,34,0,3,2,3,2,621,43,5977,12213,2,11,3,2,3,2,2,0,0,2
1466,1,1,1,2,1,7,0,25,0,3,4,2,2,765,85,4038,8190,1,25,4,2,1,1,1,1,1,21
1467,1,2,2,2,1,7,1,41,0,2,1,3,2,1228,80,9367,23327,2,15,3,3,3,2,2,0,2,4
1468,0,1,2,0,0,7,0,52,0,1,3,4,2,1153,40,3499,2243,1,16,3,3,4,1,1,1,1,21
1469,0,1,2,1,4,2,0,53,0,3,1,2,2,442,79,4360,15224,3,12,3,2,3,3,3,1,2,1
